I_d,I_q,Psi_d,Psi_q,L_dd,L_dq,L_qd,L_qq
15.0,-15.0,0.020853850212600642,-0.011333369009558199,0.00021518490205429377,0.00022087257489520509,0.00021892216235965258,0.0005281560656586849
15.0,-10.0,0.021932931841958287,-0.008379681067067211,0.00018025823023393108,0.00020789916557905532,0.00020568866077975615,0.0006646357536757272
15.0,-5.0,0.022849613552938654,-0.004564515048329807,0.00013649396432300446,0.00014411507924625056,0.0001426212642179146,0.0008575980858311544
15.0,0.0,0.02323177643559733,7.308718972729666e-05,0.00011147372388497668,-4.101361137231156e-06,-4.0445644359850104e-06,0.0009670340509106592
15.0,5.0,0.022818179868415656,0.004714286421099316,0.0001386989938760095,-0.00015021801297581655,-0.00015003500330741657,0.0008589187616664416
15.0,10.0,0.021877310133280512,0.008523018983784695,0.00018532434142483388,-0.00021288248524472945,-0.00021420560662005432,0.0006659375001645711
15.0,15.0,0.02078216786219045,0.011462411297976122,0.00021908687670105372,-0.00022231455066914346,-0.00022320188124927984,0.0005239187660589031
15.0,20.0,0.019669360239176096,0.013846621812464785,0.0002477029608233492,-0.00022164535005266665,-0.00022279183049357906,0.0004347700872122873
15.0,25.0,0.018574429017663614,0.015845692103474224,0.00027129533978071605,-0.0002140859509257019,-0.0002153427720422931,0.0003664331364742435
15.0,30.0,0.017569135875672087,0.017483809494606893,0.000287444301908545,-0.00010195684945956951,-0.00020258390245092724,0.00015814991633315303
20.0,-30.0,0.01896044228169069,-0.016438428680244935,0.0002469470851437582,9.445755620987756e-05,0.00018618296089355807,0.00016457960716185512
20.0,-25.0,0.019889161011042194,-0.014738753390103405,0.00023087644512989668,0.00019530974430074607,0.00019340009384940376,0.00037727183459357306
20.0,-20.0,0.02087230828051495,-0.01270256010668894,0.0002092134653314899,0.00019683871490780612,0.00019496597447520012,0.000439459581340392
20.0,-15.0,0.021845337678624406,-0.01031601158302908,0.00018359273134998779,0.00019104153571469437,0.00018947675129618363,0.0005197815786058306
20.0,-10.0,0.022762707324296867,-0.007440758956309838,0.00015323346623032078,0.00017140086903410988,0.00016945786483931957,0.0006359507578902403
20.0,-5.0,0.023482248001184255,-0.003949019191334429,0.00011835240278233484,0.00010794949960020103,0.00010550908894428908,0.0007594968571932617
20.0,0.0,0.023760635031307615,5.71786720403457e-05,0.0001011344156496234,-2.5812960044130748e-06,-2.886394322197909e-06,0.0008252381286743415
20.0,5.0,0.02345972425050003,0.00406658088121032,0.00011967973435444566,-0.0001119481770405276,-0.00011134479415403553,0.0007597307631030504
20.0,10.0,0.022723874212457387,0.00755440313779528,0.00015570268648096576,-0.00017435113581715686,-0.00017483456179843363,0.0006353382267106305
20.0,15.0,0.021790988415806078,0.010424035997788532,0.00018660949187611844,-0.00019287206267357075,-0.00019329460235987167,0.0005169553708816304
20.0,20.0,0.020811331851064804,0.012798251037929064,0.00021102301638771935,-0.00019585025373879873,-0.00019711287328252157,0.0004348931049924707
20.0,25.0,0.019830859998172072,0.014818102774623617,0.00023335078843780168,-0.00019599535052583118,-0.00019607984816227218,0.00037576837944804364
20.0,30.0,0.01890354396460604,0.01650766202816284,0.0002511860976781152,-9.672267324793841e-05,-0.00019014682815794213,0.0001656700603796038
25.0,-30.0,0.020121937202709838,-0.015540700073727962,0.0002184267774040773,8.65256230193314e-05,0.00017224365383650283,0.00016691169608838618
25.0,-25.0,0.020970104085190535,-0.013817768867017098,0.00020297318423125144,0.00017668429516635097,0.0001755660514060182,0.00037993038451738153
25.0,-20.0,0.02185025167215256,-0.011783772795416913,0.0001834255484046788,0.00017451140494578342,0.00017347016741295213,0.0004356733538314416
25.0,-15.0,0.02270401767197207,-0.00943400848929177,0.0001611955237744832,0.0001659548175565024,0.00016470587429201407,0.0005097184740622389
25.0,-10.0,0.02347820191734333,-0.006675854559968696,0.00013400386362546695,0.0001393897013026401,0.00013770047758435042,0.0005952051879452694
25.0,-5.0,0.02404545610435433,-0.003485794895196325,0.00010780733177192744,8.21829576102933e-05,8.202265539644597e-05,0.0006778869703540558
25.0,0.0,0.024253913386226834,4.7500555319401245e-05,9.619658528062545e-05,-1.5664126284244624e-06,-1.3723424311523906e-06,0.0007225123901855803
25.0,5.0,0.024028722545944254,0.003578884949915097,0.00010884271482387472,-8.521269841962783e-05,-8.525904169627274e-05,0.0006795882905810981
25.0,10.0,0.02344957517715422,0.006764420726966047,0.0001358604556787695,-0.00014127990234747174,-0.00014219185792948633,0.000594545596990799
25.0,15.0,0.022664867009676824,0.00951919365847452,0.00016247792470288884,-0.0001670137564715203,-0.000166417407030794,0.000506300087818476
25.0,20.0,0.021803653447473568,0.011862515699439044,0.00018499145492145025,-0.00017503145343912666,-0.00017518648744126652,0.00043375173471109113
25.0,25.0,0.020918281690248383,0.01389026108642083,0.00020665896594724366,-0.00017865622295874065,-0.0001795135449730109,0.0003798505706592858
25.0,30.0,0.02007272919708961,0.01560201214904356,0.00022138268978795682,-8.662024930679275e-05,-0.0001753479526217275,0.0001664254566646384
30.0,-30.0,0.02112425048745447,-0.014738254903056467,0.00010084813596553976,7.757160301905316e-05,8.371424876624344e-05,0.0001646024662873793
30.0,-25.0,0.021898430258606705,-0.01300976992939311,9.152890274483882e-05,0.0001604468771036072,8.060258414201731e-05,0.0003799151054629255
30.0,-20.0,0.022689465793369452,-0.010992473761413818,8.172160376314531e-05,0.00015519580395360668,7.502379030888548e-05,0.0004289677027166871
30.0,-15.0,0.023441316131487103,-0.008693795321109712,7.213012176153568e-05,0.00014268150720665712,6.910265805918094e-05,0.0004899526179765236
30.0,-10.0,0.02409353149197545,-0.006073433561790229,6.137410583662938e-05,0.00011478451894673167,5.842444068313264e-05,0.0005558800870504102
30.0,-5.0,0.024551477320698095,-0.0031333969334115196,5.106704275156268e-05,6.44882077414108e-05,3.472695160062968e-05,0.0006180335878046834
30.0,0.0,0.02471306583575505,3.894700714376215e-05,4.692261291761241e-05,-1.4673107011558213e-06,-1.8580746150880613e-06,0.0006530617874889799
30.0,5.0,0.024538088372021722,0.0032127158811000676,5.115357276954757e-05,-6.691441611607893e-05,-3.371814201320281e-05,0.000616030587252255
30.0,10.0,0.024072178426638554,0.006142509660990249,6.167191708537059e-05,-0.00011541347203272103,-5.874259181994116e-05,0.0005549030767494324
30.0,15.0,0.023411732949526486,0.008762073083460241,7.331886627755013e-05,-0.00014451752711547696,-7.348524810730954e-05,0.0004904057356220653
30.0,20.0,0.022651323529491244,0.011059814920892362,8.341942487488885e-05,-0.00015738089481322212,-7.896612612749091e-05,0.0004299167374309353
30.0,25.0,0.021855988001265335,0.013071626372854955,9.257689173162942e-05,-0.00016207850479934424,-8.15081451371971e-05,0.0003794470312981095
30.0,30.0,0.021078163819206092,0.014796876727547554,9.971695051967393e-05,-8.13173008541368e-05,-8.106448980964896e-05,0.0001698422780417484
