Log-File 2024-03-23_16-13-58 
Attention: Channels may have changed during runtime. 
 
time;    CH1;    CH2;    CH3;    CH4;   CH5;   CH6;   CH7;   CH8;   CH9;   CH10;   CH11;   CH12;   CH13;   CH14;   CH15;   CH16;   CH17;   CH18;   CH19;   CH20;   receive_field_1;   receive_field_2;   receive_field_3;   receive_field_4;   receive_field_5;   receive_field_6
time; CH1=(12) iq; CH2=(11) id; CH3=(7) iq_ref; CH4=(4) theta_mech; CH5=(8) Kp_id; CH6=(9) Kp_iq; CH7=(10) psiq_prediction; CH8=(5) psid_prediction; CH9=(0) ZEROVALUE; CH10=(0) ZEROVALUE; CH11=(0) ZEROVALUE; CH12=(0) ZEROVALUE; CH13=(0) ZEROVALUE; CH14=(0) ZEROVALUE; CH15=(0) ZEROVALUE; CH16=(0) ZEROVALUE; CH17=(0) ZEROVALUE; CH18=(0) ZEROVALUE; CH19=(0) ZEROVALUE; CH20=(0) ZEROVALUE; 
21.537;-3.247497559755175E-8;-1.9424029051862135E-10;0.0;130.8997039794922;0.0;8.877105712890625;-4.698729252905487E-11;0.017697010189294815;;;;;;;;;;;;;
21.53705;-3.220171507223313E-8;-1.9999750466848099E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.644411244481006E-11;0.017697010189294815;;;;;;;;;;;;;
21.5371;-3.1930746047237335E-8;-2.0502936848298958E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.590549121386012E-11;0.017697010189294815;;;;;;;;;;;;;
21.53715;-3.166207207527805E-8;-2.0937769573681209E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.537139414173552E-11;0.017697010189294815;;;;;;;;;;;;;
21.5372;-3.139562565479537E-8;-2.1308561859445518E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.484181082009542E-11;0.017697010189294815;;;;;;;;;;;;;
21.53725;-3.113148139277655E-8;-2.1619912804471397E-10;0.0;130.8997039794922;0.0;8.877105712890625;-4.4316633696084295E-11;0.017697010189294815;;;;;;;;;;;;;
21.5373;-3.086955757680698E-8;-2.1876382649832493E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.3795970322557665E-11;0.017697010189294815;;;;;;;;;;;;;
21.53735;-3.060979381075413E-8;-2.208249000323903E-10;0.0;130.8997039794922;0.0;8.877105712890625;-4.327968192163745E-11;0.017697010189294815;;;;;;;;;;;;;
21.537399999999998;-3.035222206904109E-8;-2.2241994357408146E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.276767481825594E-11;0.017697010189294815;;;;;;;;;;;;;
21.53745;-3.00968210353858E-8;-2.23591950510027E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.225998023743571E-11;0.017697010189294815;;;;;;;;;;;;;
21.537499999999998;-2.9843572946219865E-8;-2.2438155500292822E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.1756566954154195E-11;0.017697010189294815;;;;;;;;;;;;;
21.53755;-2.959245115619069E-8;-2.2482679606916633E-10;0.0;130.8997039794922;0.0;8.877105712890625;-4.125738639615406E-11;0.017697010189294815;;;;;;;;;;;;;
21.537599999999998;-2.9343446783514082E-8;-2.2496290941198538E-10;0.0;130.8997039794922;0.0;8.877106666564941;-4.0762414277306647E-11;0.017697010189294815;;;;;;;;;;;;;
