Log-File 2024-03-23_11-28-31 
Attention: Channels may have changed during runtime. 
 
time;    CH1;    CH2;    CH3;    CH4;   CH5;   CH6;   CH7;   CH8;   CH9;   CH10;   CH11;   CH12;   CH13;   CH14;   CH15;   CH16;   CH17;   CH18;   CH19;   CH20;   receive_field_1;   receive_field_2;   receive_field_3;   receive_field_4;   receive_field_5;   receive_field_6
time; CH1=(12) iq; CH2=(11) id; CH3=(7) iq_ref; CH4=(4) theta_mech; CH5=(8) Kp_id; CH6=(9) Kp_iq; CH7=(10) psid_actual; CH8=(5) psid_ref; CH9=(0) ZEROVALUE; CH10=(0) ZEROVALUE; CH11=(0) ZEROVALUE; CH12=(0) ZEROVALUE; CH13=(0) ZEROVALUE; CH14=(0) ZEROVALUE; CH15=(0) ZEROVALUE; CH16=(0) ZEROVALUE; CH17=(0) ZEROVALUE; CH18=(0) ZEROVALUE; CH19=(0) ZEROVALUE; CH20=(0) ZEROVALUE; 
18.5445;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.544549999999997;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.5446;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.54465;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.5447;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.54475;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.5448;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.54485;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.5449;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
18.54495;2.0711191302720796E-42;-2.802596928649634E-45;0.0;130.8997039794922;0.0;6.765899658203125;0.017697010189294815;0.017697010189294815;;;;;;;;;;;;;
