Log-File 2024-03-24_13-22-40 
Attention: Channels may have changed during runtime. 
 
time;    CH1;    CH2;    CH3;    CH4;   CH5;   CH6;   CH7;   CH8;   CH9;   CH10;   CH11;   CH12;   CH13;   CH14;   CH15;   CH16;   CH17;   CH18;   CH19;   CH20;   receive_field_1;   receive_field_2;   receive_field_3;   receive_field_4;   receive_field_5;   receive_field_6
time; CH1=(12) iq; CH2=(11) id; CH3=(7) iq_ref; CH4=(4) theta_mech; CH5=(8) Kp_id; CH6=(9) Kp_iq; CH7=(10) psiq_prediction; CH8=(5) psid_prediction; CH9=(26) ud_geg; CH10=(27) uq_geg; CH11=(0) ZEROVALUE; CH12=(0) ZEROVALUE; CH13=(0) ZEROVALUE; CH14=(0) ZEROVALUE; CH15=(0) ZEROVALUE; CH16=(0) ZEROVALUE; CH17=(0) ZEROVALUE; CH18=(0) ZEROVALUE; CH19=(0) ZEROVALUE; CH20=(0) ZEROVALUE; 
16.628249999999998;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.6283;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.628349999999998;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.6284;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.62845;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.6285;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.62855;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.6286;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.62865;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.6287;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.62875;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.6288;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.62885;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.628899999999998;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.62895;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.628999999999998;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
16.62905;2.0711191302720796E-42;5.605193857299268E-45;0.0;130.8997039794922;-0.0;6.765899658203125;2.802596928649634E-45;0.017697010189294815;-1.4671594921480835E-42;9.266133308410645;;;;;;;;;;;
