Log-File 2024-03-28_10-22-19 
Attention: Channels may have changed during runtime. 
 
time;    CH1;    CH2;    CH3;    CH4;   CH5;   CH6;   CH7;   CH8;   CH9;   CH10;   CH11;   CH12;   CH13;   CH14;   CH15;   CH16;   CH17;   CH18;   CH19;   CH20;   receive_field_1;   receive_field_2;   receive_field_3;   receive_field_4;   receive_field_5;   receive_field_6
time; CH1=(12) iq; CH2=(11) id; CH3=(7) iq_ref; CH4=(4) theta_mech; CH5=(8) Kp_id; CH6=(9) Kp_iq; CH7=(10) psiq_prediction; CH8=(5) psid_prediction; CH9=(26) ud_geg; CH10=(27) uq_geg; CH11=(0) ZEROVALUE; CH12=(0) ZEROVALUE; CH13=(0) ZEROVALUE; CH14=(0) ZEROVALUE; CH15=(0) ZEROVALUE; CH16=(0) ZEROVALUE; CH17=(0) ZEROVALUE; CH18=(0) ZEROVALUE; CH19=(0) ZEROVALUE; CH20=(0) ZEROVALUE; 
15.901499999999999;5.615759945953869E-8;-3.6612621268083956E-10;0.0;130.8997039794922;0.0;1.6527286767959595;1.8562654885423413E-11;0.007369639817625284;-8.821215757848222E-9;3.9269909858703613;;;;;;;;;;;
15.901549999999999;5.548195858295912E-8;-3.6683209247989623E-10;0.0;130.8997039794922;0.0;1.652728796005249;1.833932658512616E-11;0.007369639817625284;-8.715086430299834E-9;3.9269909858703613;;;;;;;;;;;
15.901599999999998;5.4814446315276655E-8;-3.66807917373535E-10;0.0;130.8997039794922;0.0;1.6527286767959595;1.811868190204624E-11;0.007369639817625284;-8.610234303318975E-9;3.9269909858703613;;;;;;;;;;;
15.90165;5.415497028593563E-8;-3.6677566539466966E-10;0.0;130.8997039794922;0.0;1.652728796005249;1.7900696550054995E-11;0.007369639817625284;-8.50664427787251E-9;3.9269909858703613;;;;;;;;;;;
15.9017;5.350342746623937E-8;-3.671886406042546E-10;0.0;130.8997039794922;0.0;1.652728796005249;1.7685330630512475E-11;0.007369639817625284;-8.404299478570465E-9;3.9269909858703613;;;;;;;;;;;
15.90175;5.2859729038345904E-8;-3.6701680583561824E-10;0.0;130.8997039794922;0.0;1.6527286767959595;1.747255812256654E-11;0.007369639817625284;-8.303187470914963E-9;3.9269909858703613;;;;;;;;;;;
15.9018;5.2223764868131184E-8;-3.6738928566038E-10;0.0;130.8997039794922;0.0;1.65272855758667;1.7262340862300718E-11;0.007369639817625284;-8.203291379516031E-9;3.9269909858703613;;;;;;;;;;;
15.90185;5.15954532431806E-8;-3.6709107975596567E-10;0.0;130.8997039794922;0.0;1.652728796005249;1.70546580330333E-11;0.007369639817625284;-8.104596105340534E-9;3.9269909858703613;;;;;;;;;;;
15.9019;5.0974698240224825E-8;-3.6732905606129407E-10;0.0;130.8997039794922;0.0;1.65272855758667;1.6849468001400858E-11;0.007369639817625284;-8.007087437533755E-9;3.9269909858703613;;;;;;;;;;;
15.90195;5.036141104142189E-8;-3.668968739933831E-10;0.0;130.8997039794922;0.0;1.65272855758667;1.6646748215998208E-11;0.007369639817625284;-7.910752053419401E-9;3.9269909858703613;;;;;;;;;;;
15.902;4.97555063816435E-8;-3.664606673670079E-10;0.0;130.8997039794922;0.0;1.6527284383773804;1.6446467451802782E-11;0.007369639817625284;-7.815577518499595E-9;3.9269909858703613;;;;;;;;;;;
15.90205;4.915689544304769E-8;-3.66437769017125E-10;0.0;130.8997039794922;0.0;1.652728796005249;1.624860315740939E-11;0.007369639817625284;-7.721548733741201E-9;3.9269909858703613;;;;;;;;;;;
15.902099999999999;4.8565482302365126E-8;-3.658826019936612E-10;0.0;130.8997039794922;0.0;1.6527286767959595;1.6053113699454613E-11;0.007369639817625284;-7.628649711932667E-9;3.9269909858703613;;;;;;;;;;;
15.902149999999999;4.79811852471812E-8;-3.6583314155791413E-10;0.0;130.8997039794922;0.0;1.6527286767959595;1.585997652653326E-11;0.007369639817625284;-7.536868018576115E-9;3.9269909858703613;;;;;;;;;;;
15.902199999999999;4.7403919012367624E-8;-3.6517325274765255E-10;0.0;130.8997039794922;0.0;1.6527286767959595;1.5669163883069714E-11;0.007369639817625284;-7.44619121917367E-9;3.9269909858703613;;;;;;;;;;;
15.902249999999999;4.68335983327961E-8;-3.650113822306622E-10;0.0;130.8997039794922;0.0;1.65272855758667;1.548064454404141E-11;0.007369639817625284;-7.356605546959827E-9;3.9269909858703613;;;;;;;;;;;
15.902299999999999;4.627013439062466E-8;-3.6423949967279157E-10;0.0;130.8997039794922;0.0;1.65272855758667;1.5294394223319685E-11;0.007369639817625284;-7.26809679107987E-9;3.9269909858703613;;;;;;;;;;;
15.902349999999998;4.5713452578866054E-8;-3.63469199182731E-10;0.0;130.8997039794922;0.0;1.6527286767959595;1.5110386900052397E-11;0.007369639817625284;-7.180653405214343E-9;3.9269909858703613;;;;;;;;;;;
15.9024;4.5163492501387736E-8;-3.630837852597324E-10;0.0;130.8997039794922;0.0;1.6527286767959595;1.492860002283436E-11;0.007369639817625284;-7.09426561940063E-9;3.9269909858703613;;;;;;;;;;;
