fit_name,intercept_q,L_qq,L_qd,r2_q,intercept_d,L_dd,L_dq,r2_d
Linear Fit,-0.0002169785457491195,0.0021328501841638777,4.28143510742941e-06,0.9998634711810679,0.04137600185962259,0.0019943382197366764,-3.883199827668033e-06,0.9996656873539068
