Log-File 2024-02-14_14-32-51 
Attention: Channels may have changed during runtime. 
 
time;    CH1;    CH2;    CH3;    CH4;   CH5;   CH6;   CH7;   CH8;   CH9;   CH10;   CH11;   CH12;   CH13;   CH14;   CH15;   CH16;   CH17;   CH18;   CH19;   CH20;   receive_field_1;   receive_field_2;   receive_field_3;   receive_field_4;   receive_field_5;   receive_field_6
time; CH1=(12) iq; CH2=(11) id; CH3=(7) uc; CH4=(0) ZEROVALUE; CH5=(0) ZEROVALUE; CH6=(0) ZEROVALUE; CH7=(0) ZEROVALUE; CH8=(0) ZEROVALUE; CH9=(0) ZEROVALUE; CH10=(0) ZEROVALUE; CH11=(0) ZEROVALUE; CH12=(0) ZEROVALUE; CH13=(0) ZEROVALUE; CH14=(0) ZEROVALUE; CH15=(0) ZEROVALUE; CH16=(0) ZEROVALUE; CH17=(0) ZEROVALUE; CH18=(0) ZEROVALUE; CH19=(0) ZEROVALUE; CH20=(0) ZEROVALUE; 
20.4225;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.422549999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4226;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.422649999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4227;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42275;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4228;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42285;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4229;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42295;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.423;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42305;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.423099999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42315;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.423199999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42325;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.423299999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42335;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.423399999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42345;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4235;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42355;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4236;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42365;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4237;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42375;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4238;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.423849999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4239;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.423949999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.424;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.424049999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4241;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.424149999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4242;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42425;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4243;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42435;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4244;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42445;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4245;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42455;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.424599999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42465;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.424699999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42475;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.424799999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42485;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.424899999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42495;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.425;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42505;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4251;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42515;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4252;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42525;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4253;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.425349999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4254;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.425449999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4255;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.425549999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4256;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.425649999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4257;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42575;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4258;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42585;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4259;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42595;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.426;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42605;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.426099999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42615;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.426199999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42625;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.426299999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42635;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.426399999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42645;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4265;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42655;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4266;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42665;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4267;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42675;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4268;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.426849999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4269;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.426949999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.427;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.427049999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4271;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.427149999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4272;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42725;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4273;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42735;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4274;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42745;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4275;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42755;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.427599999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42765;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.427699999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42775;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.427799999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42785;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.427899999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42795;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.428;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42805;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4281;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42815;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4282;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42825;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4283;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42835;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4284;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.428449999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4285;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.428549999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4286;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.428649999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4287;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.428749999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4288;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42885;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4289;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42895;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.429;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42905;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4291;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42915;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.429199999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42925;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.429299999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42935;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.429399999999998;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42945;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.429499999999997;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42955;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4296;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42965;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4297;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.42975;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
20.4298;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
