input_v_d_V,input_v_q_V,input_omega_mech_1_s,input_load_torque,output_i_d_A,output_i_q_A,output_torque_Nm,output_omega_mech_1_s
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.148500,0.000000
